"Identifier"	"Title"	"Frequency"	"Period"
"71482ned"	"Brandweer: personeel"	"Eenmaalperjaar"	"2000 - 2015*"
"71930ned"	"Halt-jongeren; delictgroep; herkomst"	"Eenmaalperjaar"	"2005 - 2014"
"80326NED"	"Halt-jongeren; opleiding"	"Perjaar"	"2005-2014"
"83032NED"	"Geregistreerde criminaliteit; regio 2015"	"Eenmaalperjaar"	"2005-2014"
"82315NED"	"Registratie en aanhouding van verdachten"	"Perjaar"	"2005-2013"
"81959NED"	"Verdachten, herkomstgroepering"	"Perjaar"	"1999-2013"
"81978NED"	"Verdachte jongeren; recidive, opleiding"	"Perjaar"	"2006-2013"
"81960NED"	"Verdachten, woongemeente"	"Perjaar"	"2010-2013"
"81997NED"	"Verdachten; recidive, leeftijd "	"Perjaar"	"2005-2013"
"80162ned"	"Veiligheidszorg; kerncijfers"	"Perjaar"	"2002-2013"
"80161ned"	"Veiligheidszorg; aanbieders"	"Perjaar"	"2002-2013"
"80160ned"	"Veiligheidszorg; financiering"	"Eenmaalperjaar"	"2002-2013"
"81929NED"	"Burgers en politie; kenmerken"	"Perjaar"	"2012-2013-2014"
"81928NED"	"Burgers en politie; regio"	"Perjaar"	"2012, 2013, 2014"
"81925NED"	"Leefbaarheid buurt; kenmerken  "	"Perjaar"	"2012-2013-2014"
"81924NED"	"Leefbaarheid buurt; regio"	"Perjaar"	"2012, 2013, 2014"
"81877NED"	"(On)veiligheidsbeleving; regio"	"Perjaar"	"2012, 2013, 2014"
"81881NED"	"(On)veiligheidsbeleving; kenmerken"	"Perjaar"	"2012-2013-2014"
"81932NED"	"Preventie; persoonskenmerken "	"Perjaar"	"2012-2013-2014"
"81926NED"	"Preventie; regio"	"Perjaar"	"2012, 2013,2014"
"83095NED"	"Ondervonden delicten; kenmerken"	"Perjaar"	"2012-2014"
"82465NED"	"Ondervonden delicten; regio"	"Eenmaalperjaar"	"2012, 2013,2014"
"83096NED"	"Slachtofferschap delicten; kenmerken"	"Perjaar"	"2012-2014"
"82464NED"	"Slachtofferschap delicten; regio "	"Eenmaalperjaar"	"2012, 2013,2014"
"71024ned"	"Lengte van spoorwegen"	"Perjaar"	"2005 - 2014"
"71531ned"	"Lengte van vaarwegen"	"Perjaar"	"2005 - 2014"
"70806ned"	"Lengte van wegen"	"Perjaar"	"2001 - 2014"
"80306ned"	"Nabijheid voorzieningen; buurt 2006-2012"	"Tweemaalperjaar"	"2006 - 2012"
"80305ned"	"Nabijheid voorzieningen; regio"	"Tweemaalperjaar"	"2006 - 2014"
"81126ned"	"Reizigerskm's; vervoerswijzen, regio's"	"Eenmaalperjaar"	"2010-2014"
"81128ned"	"Mobiliteit; persoonskenmerk vervoerwijze"	"Eenmaalperjaar"	"2010-2014"
"81124ned"	"Mobiliteit; persoonskenmerken, motieven"	"Eenmaalperjaar"	"2010-2014"
"81125ned"	"Mobiliteit; verkeersdeelnemers"	"Eenmaalperjaar"	"2010-2014"
"81129ned"	"Mobiliteit; vervoerwijzen en motieven"	"Eenmaalperjaar"	"2010-2014"
"81123ned"	"Mobiliteitskenmerken en motieven"	"Eenmaalperjaar"	"2010-2014"
"81127ned"	"Mobiliteitskenmerken en vervoerwijzen"	"Eenmaalperjaar"	"2010-2014"
"82855NED"	"Verkeersintensiteiten op rijkswegen"	"Permaand"	"2011-2014"
"81435ned"	"Verkeersintensiteit; index 2000 = 100"	"Perjaar"	"2000 - 2011"
"80302ned"	"Verkeer motorvoertuigen"	"Perjaar"	"1990-2013"
"81481NED"	"Bedrijfsbestelauto's; km's, bedr.grootte"	"Perjaar"	"2009 - 2011"
"81542NED"	"Bedrijfsbestelauto's; kilometers, regio"	"Perjaar"	"2009 en 2010"
"80589ned"	"Verkeer bussen"	"Perjaar"	"1990-2013"
"80353ned"	"Verkeer bestelauto's"	"Perjaar"	"1990-2013"
"82521NED"	"Verkeer vrachtvoertuigen; bedrijfstakken"	"Perjaar"	"2009-2011"
"80379ned"	"Verkeer vrachtvoertuigen; gewicht"	"Perjaar"	"2001-2013"
"80392ned"	"Verkeer vrachtvoertuigen; laadvermogen"	"Perjaar"	"1990-2013"
"82428NED"	"Verkeer speciale voertuigen"	"Perjaar"	"1990-2013"
"71107ned"	"Verkeer personenauto's; jaarkilometrage"	"Perjaar"	"2001 - 2013"
"80428ned"	"Verkeer personenauto's"	"Perjaar"	"1990 - 2013"
"81157ned"	"Transport; arbeid en financin, SBI 2008"	"Eenmaalperjaar"	"2009-2013"
"81821NED"	"Transportbedrijven; omzet, 2010 = 100"	"Perkwartaal"	"2005-2015, 2005 kWI-2015 kWI"
"82513NED"	"Spoorvervoer; aan- en afvoer, land"	"Perjaar"	"2009-2014"
"80429ned"	"Spoorvervoer; ladinggewicht/tonkilometer"	"Perkwartaal"	"1986 - 2015 1e kwartaal "
"82512NED"	"Spoorvervoer; Nederland, goederensoort"	"Perjaar"	"2009-2014"
"83077NED"	"Wegvervoer; kerncijfers"	"Perjaar"	"2013-2014"
"83079NED"	"Wegvervoer; gewicht, goederen NST2007"	"Perjaar"	"2010-2014"
"83080NED"	"Wegvervoer; gewicht, goederensoort NSTR"	"Perjaar"	"1975-2014"
"83078NED"	"Wegvervoer; gewicht naar afstandsklasse"	"Perjaar"	"2005-2014"
"83081NED"	"Wegvervoer; gewicht naar laad- losland"	"Perjaar"	"1997-2014"
"83082NED"	"Wegvervoer; gewicht naar provincie"	"Perjaar"	"2005-2014"
"83084NED"	"Wegvervoer; vervoer tussen EU-landen"	"Perjaar"	"2005-2014"
"83083NED"	"Wegvervoer; vervoerd gewicht vanaf 1955"	"Perjaar"	"1955-2014"
"37509hvv"	"Pijpleidingvervoer; aardolie(producten)"	"Perkwartaal"	"1985 - 2014; 1993 kw I - 2015 kw II; 1993 januari - 2015 juni"
"60058ned"	"Luchtvaart; kleine luchthavens"	"Perkwartaal"	"1998 - 2014; 1998 kw I - 2015 kw I; 1998 januari - 2015 maart."
"37478hvv"	"Luchtvaart; maandcijfers"	"Permaand"	"1997 - 2014; 1999 kw I - 2015 kw I; 1999 januari - 2015 april."
"37570hvv"	"Luchtvaart; passagiersvervoer"	"Eenmaalperjaar"	"1998 - 2012."
"03771hvv"	"Luchtvaart; vliegbewegingen"	"Perjaar"	"1998 - 2012."
"37798hvv"	"Luchtvaart; vrachtvervoer"	"Eenmaalperjaar"	"1998 - 2012."
"82515NED"	"Binnenvaart; landen, goederensoort"	"Perjaar"	"2010-2014"
"82514NED"	"Binnenvaart; vervoerstroom,goederensoort"	"Perjaar"	"2010-2014"
"83019NED"	"Binnenvaart; vervoerstroom, soort lading"	"Permaand"	"januari 2010-juni 2015; 2010 kw I  - 2015 kw II; 2010-2014"
"82850NED"	"Zeevaart; gewicht, haven, soort lading"	"Perkwartaal"	"kwartaal"
"00374hvv"	"Zeevaart; reis- en ladinggegevens"	"Stopgezet"	"1996 - 2010; 1996 kw I - 2010 kw IV"
"83101NED"	"Goederenvervoer; vervoerwijzen, -stromen"	"Perjaar"	"1998-2014"
"81568NED"	"Bromfietsen; aantal, soort, regio's"	"Perjaar"	"2007-2015"
"81540NED"	"Bromfietsen; brandstof en bouwjaar"	"Perjaar"	"2007-2015"
"80211ned"	"Bromfietsen; soort, bouwjaar, regio's"	"Perjaar"	"2007-2015"
"82445NED"	"Huishoudens in bezit van bromfiets"	"Perjaar"	"2010 - 2013"
"81747NED"	"Personen in bezit van bromfiets"	"Eenmaalperjaar"	"2010-2013"
"81480ned"	"Bedrijfsbestelauto's; bedrijfstakken"	"Perjaar"	"2009 en 2010"
"81500ned"	"Bedrijfsbestelauto's; kenmerken, branche"	"Perjaar"	"2011"
"81365ned"	"Bestelauto's; leeftijd, gebruiker, regio"	"Perjaar"	"2009-2011"
"71407ned"	"Bedrijfsvoertuigen; voertuigkenmerken"	"Perjaar"	"1 januari 2000 - 1 januari 2015"
"71406ned"	"Motorfietsen; voertuigkenmerken, regio's"	"Perjaar"	"1 januari 2000 - 1 januari 2015"
"7374hvv"	"Motorvoertuigen; inwoners, type, regio"	"Perjaar"	"1 januari 1990 - 1 januari 2015"
"82044NED"	"Motorvoertuigen; type, leeftijdsklasse"	"Perjaar"	"2000 - 2015"
"37209hvv"	"Motorvoertuigen; type, postcode, regio's"	"Perjaar"	"1 januari 2000 - 1 januari 2015"
"71405ned"	"Personenauto's; kenmerken, regio's"	"Perjaar"	"1 januari 2000 - 1 januari 2015"
"37803hvv"	"Verkopen motorvoertuigen; type, merk"	"Permaand"	"1997 - 2015; 1999 kw I - 2015 kw 2; 1999 mei - 2015 juni  "
"82434NED"	"Vrachtauto's en trekkers; bedrijfstakken"	"Perjaar"	"2009-2011"
"81845NED"	"Huishoudens in bezit van auto of motor"	"Eenmaalperjaar"	"2010-2013"
"81844NED"	"Personen in bezit van auto of motor"	"Eenmaalperjaar"	"2010-2013"
"37721hvv"	"Luchtvloot"	"Eenmaalperjaar"	"1961 - 2014"
"70001NED"	"Archieven; kerngegevens"	"Stopgezet"	"1980 - 2000."
"70003NED"	"Archieven: naar capaciteit"	"Stopgezet"	"2000."
"70002NED"	"Archieven:naar type"	"Stopgezet"	"2000"
"70000NED"	"Archieven: per provincie"	"Stopgezet"	"2000."
"7101kuvo"	"Instellingen kunstzinnige vorming"	"Stopgezet"	"1993 - 2007."
"7097kuno"	"Instellingen kunstzinnige vorming; regio"	"Stopgezet"	"1993 - 2007."
"70077NED"	"Professionele podiumkunsten"	"Perjaar"	"1999 - 2013"
"70810NED"	"Podiumkunsten; exploitatie en personeel"	"Perjaar"	"2002 - 2013"
"82037NED"	"Musea; bedrijfsopbrengsten en -kosten"	"Pertweejaar"	"1993-2013"
"82038NED"	"Musea; openstelling, bezoeken, tarieven"	"Pertweejaar"	"1993-2013"
"70004ned"	"Audiovisuele diensten"	"Pertweejaar"	"1996, 1999, 2001, 2003, 2005"
"81100ned"	"Bezoek aan culturele voorstellingen"	"Onregelmatig"	"1979-2007"
"37944"	"Kerkelijke gezindte; vanaf 1849"	"Eenmaalperjaar"	"1849 - 2009."
"70763ned"	"Openbare bibliotheken"	"Eenmaalperjaar"	"1999 - 2012"
"70268ned"	"Dagtochten; gemiddeld aantal per dag"	"Pervijfjaar"	"1995/'96, 2001/'02 en 2006/'07."
"70267NED"	"Dagtochten; gemiddeld aantal per persoon"	"Pervijfjaar"	"Vijfjaarlijks 1995 september- 1996 augustus, 2006 oktober- 2007 september"
"70709NED"	"Dagtochten; naar provincie"	"Pervijfjaar"	"1990/'91, 1995/'96, 2001/'02 en 2006/'07."
"70269NED"	"Dagtochten; uitgaven"	"Pervijfjaar"	"1990/'91, 1995/'96, 2001/'02, 2006/'07."
"70694ned"	"Dagtochten; vervoermiddelen"	"Pervijfjaar"	"1990/'91, 1995/'96, 2001/'02 en 2006/'07."
"70220ned"	"Dagtochten naar kenmerken"	"Pervijfjaar"	"1990/'91, 1995/'96, 2001/'02 en 2006/'07."
"7508rec"	"Attractieparken"	"Pertweejaar"	"1998, 2002, 2004, 2006, 2008"
"7507inst"	"Recreatie-instellingen"	"Pertweejaar"	"1996, 1998, 2002, 2004, 2006, 2008"
"80909ned"	"Actieve en passieve sportparticipatie"	"Onregelmatig"	"1991-2007"
"7529PUB"	"Jachthavens; capaciteit, tarieven"	"Perdriejaar"	"1997 - 2012"
"70258NED"	"Maneges, sport-, zeil- en surfscholen"	"Perdriejaar"	"2000 - 2012."
"7193SKCR"	"Sportaccommodaties"	"Perdriejaar"	"1988 - 2012."
"70257NED"	"Sportaccommodaties; exploitatie"	"Perdriejaar"	"1988 - 2012."
"70256NED"	"Sportclubs; exploitatie"	"Perdriejaar"	"2000 - 2012."
"7083SPCL"	"Sportclubs en -scholen"	"Perdriejaar"	"1987 - 2006."
"70259NED"	"Sportorganisaties"	"Perdriejaar"	"1987 - 2006."
"7528PUB"	"Watersport"	"Perdriejaar"	"1994 - 2012."
"7527pub"	"Watersportclubs naar activiteiten"	"Perdriejaar"	"1997 - 2012."
"70260NED"	"Watersportorganisaties; exploitatie"	"Perdriejaar"	"1988 - 2012"
"70235NED"	"Zwembaden"	"Perdriejaar"	"2000 - 2006."
"82058NED"	"Logiesaccommodaties; kerncijfers"	"Permaand"	"januari 2012 - april 2015"
"82063NED"	"Hotels; capaciteit, sterklasse"	"Permaand"	"januari 2012 - april 2015"
"82621NED"	"Hotels; zakelijke overnachtingen, regio"	"Permaand"	"Januari 2012 - april 2015"
"82622NED"	"Hotels, zakelijke overnachtingen, ster"	"Permaand"	"Januari 2012 - april 2015"
"82062NED"	"Logiesaccommodaties; capaciteit"	"Permaand"	"januari 2012 - april 2015"
"82061NED"	"Hotels; gasten, regio"	"Permaand"	"januari 2012 - april 2015"
"82060NED"	"Hotels; gasten, sterklasse"	"Permaand"	"januari 2012 - april 2015"
"82059NED"	"Logiesaccommodaties; gasten"	"Permaand"	"januari 2012 - april 2015"
"71336ned"	"Buit. gasten; accom., belang.activiteit"	"Onregelmatig"	"2005 / '06"
"71335ned"	"Buit. gasten; herkomst, bel.activiteit"	"Onregelmatig"	"2005 / '06"
"71331ned"	"Buit. gasten;overn./bested./herkomst"	"Onregelmatig"	"2005 / '06"
"71332ned"	"Buit. gasten;overn./bested./motief"	"Onregelmatig"	"2005 / '06"
"71334ned"	"Buit. gasten; overn./reserv./accomodatie"	"Onregelmatig"	"2005 / '06"
"71333ned"	"Buit.gasten;overn./vervoerm/accommodatie"	"Onregelmatig"	"2005 / '06"
"82348NED"	"Deelname vakantie; persoonskenmerken"	"Perjaar"	"2002-2013"
"37315"	"Deelname aan vakanties"	"Eenmaalperjaar"	"1990 - 2014."
"71337ned"	"Omvang van reisgezelschap naar motief"	"Onregelmatig"	"2005 / '06"
"3787"	"Korte vakanties Ned.; achtergrondkenm."	"Eenmaalperjaar"	"2000 - 2013."
"71070ned"	"Korte vakanties Nederland; bestemmingen"	"Eenmaalperjaar"	"2002 - 2014."
"71069ned"	"Korte vakanties Nederland: duur,uitgaven"	"Eenmaalperjaar"	"2002 - 2014."
"71071ned"	"Korte vakanties Nederland; logiesvormen"	"Eenmaalperjaar"	"2002 - 2014."
"71072ned"	"Korte vakanties Nederland; vervoermiddel"	"Eenmaalperjaar"	"2002 - 2014."
"70677ned"	"Lange vakanties Ned.; achtergrondkenm."	"Eenmaalperjaar"	"2000 - 2014."
"71079ned"	"Lange vakanties Nederland; bestemmingen"	"Eenmaalperjaar"	"2002 - 2014."
"71078ned"	"Lange vakanties Nederland; duur,uitgaven"	"Eenmaalperjaar"	"2002 - 2014."
"71080ned"	"Lange vakanties Nederland; logiesvormen"	"Eenmaalperjaar"	"2002 - 2014."
"71081ned"	"Lange vakanties Nederland; vervoermiddel"	"Eenmaalperjaar"	"2002 - 2014."
"70678ned"	"Korte vak. buitenland; persoonskenm."	"Eenmaalperjaar"	"2000 - 2014."
"71083ned"	"Korte vakanties buitenland; bestemmingen"	"Eenmaalperjaar"	"2002 - 2014."
"71082ned"	"Korte vakanties buitenland; duur,uitgave"	"Eenmaalperjaar"	"2002 - 2014."
"71084ned"	"Korte vakanties buitenland;vervoerswijze"	"Eenmaalperjaar"	"2002 - 2014."
"70679ned"	"Lange vak. buitenland; achtergrondkenm."	"Eenmaalperjaar"	"2000 - 2014."
"71086ned"	"Lange vakanties buitenland; bestemmingen"	"Eenmaalperjaar"	"2002 - 2014."
"71085ned"	"Lange vakanties buitenland;duur,uitgaven"	"Eenmaalperjaar"	"2002 - 2014."
"71087ned"	"Lange vakanties buitenland; logiesvormen"	"Eenmaalperjaar"	"2002 - 2014."
"71088ned"	"Lange vakanties buitenland;vervoerswijze"	"Eenmaalperjaar"	"2002 - 2014."
"70232ned"	"Vakanties; kerncijfers "	"Eenmaalperjaar"	"1990 - 2014."
"03770"	"Historie lange vakanties"	"Eenmaalperjaar"	"1969 - 2013."
"37526"	"Vakanties naar vakantiekenmerken"	"Eenmaalperjaar"	"1990-2014."
"37937"	"Vakantiespreiding; achtergrondkenmerken"	"Eenmaalperjaar"	"2000 - 2014."
"37117"	"Vakantiespreiding naar bestemming"	"Eenmaalperjaar"	"1999/'00 - 2012/'13."
"37282"	"Wintersportvakanties"	"Eenmaalperjaar"	"1989/'90 - 2012/'13."
"60055ned"	"Bezit en gebruik pc en internet"	"Eenmalig"	"november 2001"
"71098ned"	"ICT gebruik; personen"	"Eenmaalperjaar"	"2005 - 2013."
"71102ned"	"ICT gebruik; huishoudens"	"Eenmaalperjaar"	"2005 - 2013."
"70655ned"	"Media en ICT; gebruik"	"Stopgezet"	"1997 - 2008."
"82617NED"	"Tijdsbesteding in uren per week"	"Onregelmatig"	"2011"
"60029ned"	"Vrije tijd; participatie"	"Eenmaalperjaar"	"1997 - 2011."
"70072ned"	"Regionale kerncijfers Nederland"	"Onregelmatig"	"Jaarcijfers 1995 - 2015"
"82931NED"	"Kerncijfers wijken en buurten 2014"	"Onregelmatig"	"2014"
"82339NED"	"Kerncijfers wijken en buurten 2013"	"Onregelmatig"	"2013"
"70904ned"	"Kerncijfers wijken en buurten 2009-2012"	"Onregelmatig"	"2009 - 2012"
"60039fvw"	"Maatstaven Financile-verhoudingswet Fvw"	"Onregelmatig"	"2007 - 2015"
"71718ned"	"40 aandachtswijken; 2005-2013"	"Stopgezet"	"Verslagperiode: 2005-2013."
"82949NED"	"Gebieden in Nederland 2015"	"Driemaalperjaar"	"2015"
"82496NED"	"Gebieden in Nederland 2014"	"Eenmalig"	"2014"
"82000NED"	"Gebieden in Nederland 2013"	"Eenmalig"	"2013"
"81498ned"	"Gebieden in Nederland 2012"	"Stopgezet"	"1 januari 2012"
"81008ned"	"Gebieden in Nederland 2011 "	"Stopgezet"	"1 januari 2011"
"80397ned"	"Gebieden in Nederland 2010 "	"Stopgezet"	"1 januari 2010"
"82990NED"	"Woonplaatsen in Nederland 2015"	"Eenmalig"	"2015"
"82507NED"	"Woonplaatsen in Nederland 2014"	"Eenmalig"	"2014"
"82050NED"	"Woonplaatsen in Nederland 2013"	"Eenmalig"	"2013"
"81829NED"	"Woonplaatsen in Nederland 2012"	"Eenmalig"	"2012"
"81596NED"	"Woonplaatsen in Nederland 2011"	"Eenmalig"	"2011"
"80477ned"	"Plaatsnamen in Nederland 2010"	"Eenmalig"	"2010"
"70739ned"	"Gebieden; overzicht vanaf 1830"	"Tweemaalperjaar"	"Stand per 01-01- 1830 t/m 01-01- 2015"
"82829NED"	"Nabijheid voorzieningen; buurt 2014"	"Tweemaalperjaar"	"2014"
"82341NED"	"Nabijheid voorzieningen; buurt 2013"	"Tweemaalperjaar"	"2013"
"82271NED"	"Bevolkingskernen 2011"	"Eenmalig"	"2011"
"81236ned"	"Conjunctuurenqute; 2012 - 1e kw 2014"	"Stopgezet"	"1e kwartaal 2014"
"81649NED"	"Huishoudens, personen; regio, 1971-1994"	"Eenmalig"	"1971-1994"
"81186ned"	"Leefbaarheid; buurtkenmerken, 2008-2009"	"Stopgezet"	"2008-2009"
"80168ned"	"Leefbaarheid woonbuurt; regio, 2008-2011"	"Stopgezet"	"2008-2011 (laatste kwartaal gemeten)"
"81188ned"	"Onveiligheid; buurtkenmerken, 2008-2009"	"Stopgezet"	"2008-2009"
"72012ned"	"Onveiligheidsbeleving; regio, 2008-2011"	"Stopgezet"	"2008-2011 (laatste kwartaal gemeten)"
"80732ned"	"Politie en burgers; regio, 2008-2011 "	"Stopgezet"	"2008-2011"
"80733ned"	"Preventiemaatregelen; regio, 2009-2011"	"Stopgezet"	"2009-2011"
"81190ned"	"Slachtofferschap; buurtkenmerk,2008-2009"	"Stopgezet"	"2008-2009"
"80169ned"	"Slachtofferschap; regio, 2008-2011"	"Stopgezet"	"2008-2011 (laatste kwartaal gemeten)"
"81930NED"	"Slachtofferschap; regio, 2012"	"Stopgezet"	"2012, 2013"
"70794ned"	"Religie; naar regio; 2000/2002 of 2003"	"Stopgezet"	"2000/2002 of 2003"
"37912"	"Historie economische demografie"	"Stopgezet"	"1983 - 2006."
"70062NED"	"Historie niet-financile beurs-nv's."	"Stopgezet"	"1977 - 2003"
"80067ned"	"Bedrijfsleven; tijdreeks vanaf 1987"	"Perjaar"	"1987-2008"
"37697"	"Financin grote ondernemingen 1977-2010"	"Stopgezet"	"1977 - 2010"
"82985NED"	"Huishoudens; grootte, 1971-1994"	"Eenmalig"	"1971-1994"
"82984NED"	"Huishoudens; thuiswonend kind, 1971-1994"	"Eenmalig"	"1971-1994"
"82986NED"	"Personen; kenmerken huishouden 1971-1994"	"Eenmalig"	"1971-1994"
"37286"	"Bouwnijverheid; kerncijfers, 1899 - 1999"	"Stopgezet"	"1899 - 1999."
"37759"	"Historie delfst., industrie; hoeveelheid"	"Stopgezet"	"1914 - 2005"
"70797NED"	"EMU-saldo en EMU-schuld; Internationaal"	"Stopgezet"	"1995 - 2006"
"7343nr"	"Historie Nationale rekeningen 1900-2012"	"Stopgezet"	"1900 - 2012"
"80309ned"	"Producentenprijzen; 2000=100 vanaf 1935"	"Eenmaalperjaar"	"1935 - 2011"
"70704ned"	"Producentenprijzen; 1990=100, 1935-2002"	"Stopgezet"	"1993 1935 - 2002"
"37406"	"Historie verkeer en vervoer"	"Stopgezet"	"1899 - 1999"
"37650"	"Historie cultuur"	"Stopgezet"	"1900 - 2002"
"71138NED"	"BT 1930; bedr.gr. en -kl.; ec.geogr.geb."	"Eenmalig"	"1930"
"71141NED"	"BT 1930; bedr.gr. en -kl.; burg. staat"	"Eenmalig"	"1930"
"71140NED"	"BT 1930; bedr.gr. en -kl.; kerk. gez."	"Eenmalig"	"1930"
"71142NED"	"BT 1930; bedr.gr.; leeft. en burg. staat"	"Eenmalig"	"1930"
"71144NED"	"BT 1930; bedr.gr.; nationaliteit"	"Eenmalig"	"1930"
"71143NED"	"BT 1930; beroepen; leeft. en burg. staat"	"Eenmalig"	"1930"
"71145NED"	"BT 1930; beroepen; nationaliteit"	"Eenmalig"	"1930"
"71139NED"	"BT 1930; overh. en part. dienst"	"Eenmalig"	"1930"
"71132NED"	"Volkstelling 1930; gezinnen"	"Eenmalig"	"1930"
"71134NED"	"VT 1930; gez. sch. en woonw.; kindertal"	"Eenmalig"	"1930"
"71133NED"	"VT 1930; gez. sch. en woonw.; samenst."	"Eenmalig"	"1930"
"71118NED"	"Volkstelling 1930; oppervlakten"	"Eenmalig"	"1930"
"71119NED"	"Volkstelling 1930; bevolkingsdichtheid"	"Eenmalig"	"1930"
"71122NED"	"Volkstelling 1930; bew.; gesl. en leeft."	"Eenmalig"	"1930"
"71125NED"	"Volkstelling 1930; gesl., leeft., b.st."	"Eenmalig"	"1930"
"71123NED"	"Volkstelling 1930; bew.; gesl., burg.st."	"Eenmalig"	"1930"
"71126NED"	"Volkstelling 1930; gesl., huishouden"	"Eenmalig"	"1930"
"71127NED"	"Volkstelling 1930; leeft.,kerk.gez."	"Eenmalig"	"1930"
"71124NED"	"Volkstelling 1930; bew.; gesl.,kerk.gez."	"Eenmalig"	"1930"
"71128NED"	"Volkstelling 1930; gesl., geboortepl."	"Eenmalig"	"1930"
"71129NED"	"Volkstelling 1930; gesl., nationaliteit"	"Eenmalig"	"1930"
"71130NED"	"Volkstelling 1930; aantal huishoudens"	"Eenmalig"	"1930"
"71131NED"	"Volkstelling 1930; gest. en instell."	"Eenmalig"	"1930"
"71121NED"	"Volkstelling 1930; pl. ind.; bewoners"	"Eenmalig"	"1930"
"71120NED"	"Volkstelling 1930; pl. ind.; gebouwen"	"Eenmalig"	"1930"
"71135NED"	"VT 1930; bew. woningen; slaapr. en bew."	"Eenmalig"	"1930"
"71136NED"	"VT 1930; bew. woningen naar bedst., bew."	"Eenmalig"	"1930"
"71137NED"	"VT 1930; moreel ongunstige huisv.sit."	"Eenmalig"	"1930"
"71153NED"	"VT 1930; bewoners naar vertr. per won."	"Eenmalig"	"1930"
"7377vt"	"Volkstelling 1899; uitk. per gemeente"	"Eenmalig"	"1899"
"7380vt"	"Volkstelling 1899; plaatsel. indeeling"	"Eenmalig"	"1899"
"7378vt"	"Volkstelling 1899; kerk. gez. en leeft."	"Eenmalig"	"1899"
"7379vt"	"Volkstelling 1899; leeft. en burg. staat"	"Eenmalig"	"1899"
"7381bt"	"Beroepstelling 1899"	"Eenmalig"	"1899"
"7382ws"	"Woningstatistiek 1899; algemene gegevens"	"Eenmalig"	"1899"
"7384ws"	"Woningstatistiek 1899; gezinshoofden"	"Eenmalig"	"1899"
"7383ws"	"Woningstatistiek 1899; 1-3 bew. vertr."	"Eenmalig"	"1899"
"81058ned"	"Bonaire beroepsbevolking; kenmerken 2010"	"Eenmalig"	"2010"
"82518NED"	"Caribisch NL; banen, leeftijd"	"Perjaar"	"2011-2013"
"82519NED"	"Caribisch NL; banen, sbi2008"	"Perjaar"	"2011-2013"
"82069NED"	"Caribisch NL; beroepsbevolking kenmerken"	"Pertweejaar"	"2012"
"82071NED"	"Caribisch NL; werkz. beroepsbevolk. SBI"	"Pertweejaar"	"2012"
"82070NED"	"Caribisch NL; werkzamen kenmerken"	"Pertweejaar"	"2012"
"81239ned"	"Caribisch Nederland, minimumuurloon"	"Eenmaalperjaar"	"2009-2015"
"81060ned"	"Bonaire werkende bev;econ activiteit '10"	"Eenmalig"	"2010"
"81059ned"	"Bonaire werkende bevolking;kenmerken '10"	"Eenmalig"	"2010"
"80534ned"	"Caribisch NL; bevolking  op 1 januari"	"Eenmaalperjaar"	"2002-2014"
"80539ned"	"Caribisch NL; bevolkingsontwikkeling"	"Eenmaalperjaar"	"2007-2013"
"81154ned"	"Caribisch NL; elektriciteit en water"	"Perjaar"	"1993-2014"
"82231NED"	"Caribisch NL; stroomonderbrekingen"	"Perjaar"	"2010-2013"
"82866NED"	"Caribisch Nederland; welzijn "	"Pervierjaar"	"2013"
"82291NED"	"Caribisch NL: gezondheid en aandoeningen"	"Pervierjaar"	"2013"
"82292NED"	"Caribisch NL: leefstijl; kenmerken"	"Pervierjaar"	"2013"
"82293NED"	"Caribisch NL: medische contacten"	"Pervierjaar"	"2013"
"80576ned"	"Bonaire; invoer en uitvoer, 2004-2009"	"Stopgezet"	"2004 - 2009"
"82659NED"	"Bonaire; invoer en uitvoer, SITC"	"Perkwartaal"	"2011 - 2014, 2011 3e kwartaal - 2015 1e kwartaal"
"82658NED"	"Caribisch NL; in- en uitvoer per eiland"	"Perkwartaal"	"2011 - 2014, 2011 3e kwartaal - 2015 1e kwartaal"
"82557NED"	"Caribisch Nederland; overlast in buurt"	"Pervierjaar"	"2013"
"82559NED"	"Caribisch Nederland; slachtofferschap"	"Pervierjaar"	"2013"
"82558NED"	"Caribisch NL; (on)veiligheidsbeleving"	"Pervierjaar"	"2013"
"82868NED"	"Caribisch Nederland; kerkelijke gezindte"	"Pervierjaar"	"2013"
"82869NED"	"Caribisch Nederland; vakantie en sport"	"Pervierjaar"	"2013"
"82867NED"	"Caribisch NL; gesproken talen, voertaal"	"Pervierjaar"	"2013"
"82803NED"	"Caribisch NL; ICT gebruik personen"	"Pervierjaar"	"2013"
"81122ned"	"Caribisch Nederland; CPI 2010=100"	"Perkwartaal"	"1e kwartaal 2010 - 2e kwartaal 2015"
"81869NED"	"Caribisch NL; leerlingen"	"Eenmaalperjaar"	"2009/'10 t/m 2014/'15*"
"82332NED"	"Caribisch Nederland; Luchtvaart, maand"	"Onregelmatig"	"2012-2014; 2012 kw I - 2015 kw II; 2012 januari - 2015 juni."
"82870NED"	"Caribisch Nederland; wonen"	"Pervierjaar"	"2013"
"80538ned"	"Bedrijfsec. ontslag; kerncijfers 2004-08"	"Stopgezet"	"2003 t/m 2008"
"81312ned"	"Ontslag; inkomsten 2004-08"	"Stopgezet"	"2004-2008"
"81313ned"	"Ontslag; opleidingsniveau 2004-2008"	"Stopgezet"	"2004-2008"
